area_code,year,quarter,median_rent_per_month,median rent per month adjusted to 2018
E02006680,2016,2,600,606.9969336
E02006680,2016,3,550,556.4138558
E02006680,2016,4,675,682.8715503
E02006683,2016,1,950,961.0784782
E02006683,2016,3,775,784.0377059
E02006683,2016,4,625,632.2884725
E02006684,2016,1,650,657.5800114
E02006684,2016,2,650,657.5800114
E02006684,2016,3,600,606.9969336
E02006684,2016,4,550,556.4138558
E02006685,2016,2,750,758.746167
E02006685,2016,3,730,738.5129359
E02006685,2016,4,662.5,670.2257808
E02006687,2016,2,695,703.1047814
E02006687,2016,3,750,758.746167
E02006687,2016,4,800,809.3292448
E02006689,2016,2,780,789.0960137
E02006690,2016,1,675,682.8715503
E02006690,2016,3,795,804.270937
E02006691,2016,1,670,677.8132425
E02006691,2016,2,595,601.9386258
E02006691,2016,3,675,682.8715503
E02006691,2016,4,675,682.8715503
E02006701,2016,2,695,703.1047814
E02006702,2016,1,650,657.5800114
E02006705,2016,2,675,682.8715503
E02006705,2016,3,785,794.1543214
E02006706,2016,1,650,657.5800114
E02006706,2016,3,625,632.2884725
E02006708,2016,1,612.5,619.642703
E02006708,2016,2,695,703.1047814
E02006708,2016,3,630,637.3467803
E02006709,2016,3,700,708.1630892
E02006710,2016,2,550,556.4138558
E02006713,2016,1,695,703.1047814
E02006713,2016,4,650,657.5800114
E02006715,2016,1,750,758.746167
E02006715,2016,2,695,703.1047814
E02006715,2016,4,685,692.9881658
E02006718,2016,2,750,758.746167
E02006718,2016,4,875,885.2038615
E02006719,2016,1,687.5,695.5173197
E02006719,2016,3,655,662.6383192
E02006719,2016,4,750,758.746167
E02006720,2016,2,650,657.5800114
E02006723,2016,1,675,682.8715503
E02006724,2016,3,675,682.8715503
E02006727,2016,1,730,738.5129359
E02006732,2016,1,775,784.0377059
E02006733,2016,1,650,657.5800114
E02006734,2016,1,672.5,680.3423964
E02006734,2016,2,625,632.2884725
E02006734,2016,3,700,708.1630892
E02006734,2016,4,722.5,730.9254742
E02006736,2016,1,635,642.405088
E02006736,2016,2,660,667.6966269
E02006736,2016,3,650,657.5800114
E02006736,2016,4,662.5,670.2257808
E02006737,2016,1,637.5,644.9342419
E02006737,2016,2,650,657.5800114
E02006737,2016,3,650,657.5800114
E02006737,2016,4,662.5,670.2257808
E02006738,2016,1,650,657.5800114
E02006738,2016,2,625,632.2884725
E02006738,2016,3,567.5,574.117933
E02006738,2016,4,662.5,670.2257808
E02006739,2016,1,465,470.4226235
E02006739,2016,2,525,531.1223169
E02006739,2016,3,425,429.9561613
E02006739,2016,4,425,429.9561613
E02006740,2016,1,625,632.2884725
E02006740,2016,2,575,581.7053947
E02006740,2016,3,620,627.2301647
E02006740,2016,4,625,632.2884725
E02006741,2016,1,625,632.2884725
E02006741,2016,2,650,657.5800114
E02006741,2016,3,650,657.5800114
E02006741,2016,4,650,657.5800114
E02006742,2016,1,415,419.8395457
E02006742,2016,2,420,424.8978535
E02006742,2016,3,400,404.6646224
E02006742,2016,4,400,404.6646224
E02006743,2016,2,660,667.6966269
E02006743,2016,4,685,692.9881658
E02006744,2016,1,600,606.9969336
E02006744,2016,2,525,531.1223169
E02006744,2016,3,535,541.2389324
E02006744,2016,4,585,591.8220102
E02006745,2016,1,420,424.8978535
E02006745,2016,2,725,733.4546281
E02006745,2016,3,420,424.8978535
E02006745,2016,4,525,531.1223169
E02006746,2016,1,750,758.746167
E02006746,2016,2,685,692.9881658
E02006746,2016,3,720,728.3963203
E02006746,2016,4,750,758.746167
E02006747,2016,1,737.5,746.1003975
E02006747,2016,2,625,632.2884725
E02006747,2016,3,775,784.0377059
E02006747,2016,4,650,657.5800114
E02006749,2016,1,627.5,634.8176264
E02006750,2016,1,587.5,594.3511641
E02006750,2016,2,550,556.4138558
E02006750,2016,3,660,667.6966269
E02006750,2016,4,510,515.9473935
E02006751,2016,2,675,682.8715503
E02006751,2016,4,725,733.4546281
E02006770,2016,1,525,531.1223169
E02006770,2016,2,525,531.1223169
E02006770,2016,3,507.5,513.4182397
E02006770,2016,4,515,521.0057013
E02006773,2016,3,575,581.7053947
E02006774,2016,1,575,581.7053947
E02006774,2016,2,575,581.7053947
E02006774,2016,3,575,581.7053947
E02006776,2016,1,575,581.7053947
E02006776,2016,4,575,581.7053947
E02006779,2016,2,510,515.9473935
E02006779,2016,3,560,566.5304713
E02006782,2016,1,1550,1568.075412
E02006782,2016,3,1425,1441.617717
E02006783,2016,1,1250,1264.576945
E02006783,2016,2,1150,1163.410789
E02006783,2016,3,1262.5,1277.222714
E02006783,2016,4,1200,1213.993867
E02006784,2016,1,1200,1213.993867
E02006784,2016,2,1100,1112.827712
E02006784,2016,3,1300,1315.160023
E02006786,2016,1,1250,1264.576945
E02006786,2016,3,1100,1112.827712
E02006787,2016,1,1250,1264.576945
E02006787,2016,2,1250,1264.576945
E02006787,2016,3,1275,1289.868484
E02006787,2016,4,1200,1213.993867
E02006788,2016,1,1325,1340.451562
E02006788,2016,2,1400,1416.326178
E02006788,2016,3,1375,1391.034639
E02006788,2016,4,1400,1416.326178
E02006791,2016,1,1595,1613.600182
E02006791,2016,2,1647,1666.206583
E02006791,2016,3,1568.5,1586.791151
E02006791,2016,4,1495,1512.434026
E02006792,2016,1,1473,1490.177472
E02006792,2016,2,1733,1753.209476
E02006792,2016,3,1603,1621.693474
E02006792,2016,4,1517,1534.69058
E02006793,2016,1,1500,1517.492334
E02006793,2016,2,1625,1643.950028
E02006793,2016,3,1300,1315.160023
E02006793,2016,4,1400,1416.326178
E02006794,2016,1,1400,1416.326178
E02006794,2016,2,1547,1565.040427
E02006794,2016,3,1400,1416.326178
E02006794,2016,4,1300,1315.160023
E02006795,2016,1,1550,1568.075412
E02006795,2016,2,1595,1613.600182
E02006795,2016,3,1500,1517.492334
E02006795,2016,4,1537.5,1555.429642
E02006796,2016,1,1072.5,1085.007019
E02006796,2016,2,1100,1112.827712
E02006796,2016,3,1200,1213.993867
E02006796,2016,4,1295,1310.101715
E02006798,2016,1,1321.5,1336.910746
E02006798,2016,2,1400,1416.326178
E02006798,2016,3,1375,1391.034639
E02006798,2016,4,1312.5,1327.805792
E02006799,2016,1,1600,1618.65849
E02006799,2016,2,1300,1315.160023
E02006799,2016,3,1300,1315.160023
E02006799,2016,4,1375,1391.034639
E02006800,2016,1,1312.5,1327.805792
E02006800,2016,2,1350,1365.743101
E02006800,2016,3,1200,1213.993867
E02006800,2016,4,1325,1340.451562
E02006801,2016,1,2069,2093.127759
E02006801,2016,2,1950,1972.740034
E02006801,2016,3,2015,2038.498035
E02006801,2016,4,1899,1921.145295
E02006802,2016,1,1863,1884.725479
E02006802,2016,2,1950,1972.740034
E02006802,2016,3,1603,1621.693474
E02006802,2016,4,1517,1534.69058
E02006803,2016,1,575,581.7053947
E02006803,2016,3,575,581.7053947
E02006803,2016,4,575,581.7053947
E02006804,2016,1,487.5,493.1850085
E02006804,2016,2,497.5,503.3016241
E02006804,2016,3,525,531.1223169
E02006807,2016,1,875,885.2038615
E02006807,2016,2,825,834.6207837
E02006807,2016,3,835,844.7373992
E02006808,2016,1,825,834.6207837
E02006808,2016,3,850,859.9123226
E02006809,2016,1,712.5,720.8088586
E02006809,2016,3,750,758.746167
E02006817,2016,1,537.5,543.7680863
E02006817,2016,2,650,657.5800114
E02006817,2016,3,650,657.5800114
E02006817,2016,4,368,372.2914526
E02006818,2016,2,750,758.746167
E02006818,2016,3,725,733.4546281
E02006818,2016,4,725,733.4546281
E02006820,2016,2,680,687.9298581
E02006820,2016,3,725,733.4546281
E02006821,2016,1,972.5,983.8408632
E02006822,2016,1,862.5,872.558092
E02006824,2016,3,1295,1310.101715
E02006824,2016,4,950,961.0784782
E02006825,2016,2,1090,1102.711096
E02006826,2016,1,825,834.6207837
E02006826,2016,2,795,804.270937
E02006826,2016,3,765,773.9210903
E02006827,2016,1,450,455.2477002
E02006827,2016,3,425,429.9561613
E02006828,2016,1,525,531.1223169
E02006829,2016,3,1100,1112.827712
E02006829,2016,4,1222.5,1236.756252
E02006831,2016,2,950,961.0784782
E02006832,2016,3,1000,1011.661556
E02006833,2016,3,1050,1062.244634
E02006833,2016,4,1200,1213.993867
E02006834,2016,3,525,531.1223169
E02006836,2016,1,1200,1213.993867
E02006836,2016,2,1350,1365.743101
E02006836,2016,3,1250,1264.576945
E02006836,2016,4,1300,1315.160023
E02006837,2016,1,1250,1264.576945
E02006837,2016,2,1295,1310.101715
E02006837,2016,3,1372.5,1388.505486
E02006837,2016,4,1397.5,1413.797024
E02006840,2016,1,625,632.2884725
E02006840,2016,2,650,657.5800114
E02006840,2016,3,737.5,746.1003975
E02006840,2016,4,725,733.4546281
E02006841,2016,1,650,657.5800114
E02006841,2016,2,695,703.1047814
E02006841,2016,3,595,601.9386258
E02006841,2016,4,600,606.9969336
E02006842,2016,1,477,482.5625622
E02006842,2016,2,495,500.7724702
E02006842,2016,3,435,440.0727768
E02006843,2016,1,595,601.9386258
E02006843,2016,2,655,662.6383192
E02006843,2016,3,637.5,644.9342419
E02006843,2016,4,675,682.8715503
E02006844,2016,1,585,591.8220102
E02006844,2016,2,575,581.7053947
E02006844,2016,3,585,591.8220102
E02006844,2016,4,1274,1288.856822
E02006845,2016,1,695,703.1047814
E02006845,2016,2,617.5,624.7010108
E02006845,2016,3,637.5,644.9342419
E02006845,2016,4,695,703.1047814
E02006846,2016,1,650,657.5800114
E02006846,2016,2,650,657.5800114
E02006846,2016,3,762.5,771.3919364
E02006846,2016,4,695,703.1047814
E02006847,2016,1,750,758.746167
E02006847,2016,2,750,758.746167
E02006847,2016,3,675,682.8715503
E02006847,2016,4,750,758.746167
E02006848,2016,1,670,677.8132425
E02006848,2016,2,700,708.1630892
E02006848,2016,3,725,733.4546281
E02006848,2016,4,725,733.4546281
E02006849,2016,1,895,905.4370926
E02006849,2016,2,775,784.0377059
E02006849,2016,3,900,910.4954004
E02006849,2016,4,825,834.6207837
E02006850,2016,1,537,543.2622556
E02006850,2016,2,595,601.9386258
E02006850,2016,3,650,657.5800114
E02006850,2016,4,1001,1012.673218
E02006851,2016,1,587.5,594.3511641
E02006851,2016,2,600,606.9969336
E02006851,2016,3,600,606.9969336
E02006851,2016,4,600,606.9969336
E02006852,2016,1,775,784.0377059
E02006852,2016,2,795,804.270937
E02006852,2016,3,862.5,872.558092
E02006852,2016,4,1000,1011.661556
E02006853,2016,1,1777,1797.722585
E02006853,2016,2,1647,1666.206583
E02006853,2016,3,1668.5,1687.957306
E02006853,2016,4,1647,1666.206583
E02006854,2016,1,1950,1972.740034
E02006854,2016,2,1907,1929.238587
E02006854,2016,3,1950,1972.740034
E02006854,2016,4,1950,1972.740034
E02006855,2016,1,1022.5,1034.423941
E02006855,2016,2,900,910.4954004
E02006855,2016,3,895,905.4370926
E02006855,2016,4,1172.5,1186.173174
E02006856,2016,1,1064,1076.407896
E02006856,2016,2,1000,1011.661556
E02006856,2016,3,895,905.4370926
E02006856,2016,4,850,859.9123226
E02006857,2016,1,837.5,847.2665531
E02006857,2016,2,875,885.2038615
E02006857,2016,3,820,829.5624759
E02006858,2016,1,885,895.320477
E02006858,2016,2,850,859.9123226
E02006858,2016,3,925,935.7869393
E02006858,2016,4,900,910.4954004
E02006859,2016,1,988,999.5216173
E02006859,2016,2,975,986.3700171
E02006859,2016,3,950,961.0784782
E02006859,2016,4,962.5,973.7242476
E02006860,2016,3,550,556.4138558
E02006861,2016,1,614,621.1601954
E02006861,2016,2,650,657.5800114
E02006861,2016,3,677.5,685.4007042
E02006861,2016,4,1395.5,1411.773701
E02006862,2016,2,775,784.0377059
E02006862,2016,3,695,703.1047814
E02006863,2016,1,700,708.1630892
E02006863,2016,2,725,733.4546281
E02006863,2016,3,785,794.1543214
E02006863,2016,4,725,733.4546281
E02006866,2016,2,662.5,670.2257808
E02006867,2016,3,600,606.9969336
E02006868,2016,1,625,632.2884725
E02006868,2016,2,485,490.6558546
E02006868,2016,3,525,531.1223169
E02006868,2016,4,637.5,644.9342419
E02006870,2016,1,507.5,513.4182397
E02006870,2016,3,542.5,548.8263941
E02006870,2016,4,537.5,543.7680863
E02006871,2016,1,625,632.2884725
E02006871,2016,3,550,556.4138558
E02006872,2016,1,625,632.2884725
E02006872,2016,2,512.5,518.4765474
E02006872,2016,3,637.5,644.9342419
E02006873,2016,1,925,935.7869393
E02006873,2016,2,850,859.9123226
E02006873,2016,3,875,885.2038615
E02006874,2016,3,800,809.3292448
E02006875,2016,1,812.5,821.9750142
E02006875,2016,2,795,804.270937
E02006875,2016,3,828,837.6557683
E02006875,2016,4,837.5,847.2665531
E02006876,2016,1,695,703.1047814
E02006876,2016,2,695,703.1047814
E02006876,2016,3,725,733.4546281
E02006876,2016,4,795,804.270937
E02006877,2016,1,650,657.5800114
E02006877,2016,2,750,758.746167
E02006877,2016,3,795,804.270937
E02006877,2016,4,697.5,705.6339353
E02006878,2016,1,657.5,665.167473
E02006878,2016,2,650,657.5800114
E02006878,2016,3,675,682.8715503
E02006878,2016,4,737.5,746.1003975
E02006881,2016,1,371.5,375.832268
E02006881,2016,2,368,372.2914526
E02006881,2016,3,385,389.489699
E02006882,2016,1,1672.5,1692.003952
E02006882,2016,2,1800,1820.990801
E02006882,2016,3,1475,1492.200795
E02006882,2016,4,1200,1213.993867
E02006883,2016,1,672.5,680.3423964
E02006883,2016,2,810,819.4458603
E02006883,2016,3,800,809.3292448
E02006883,2016,4,825,834.6207837
E02006884,2016,1,490,495.7141624
E02006884,2016,2,475,480.5392391
E02006884,2016,3,525,531.1223169
E02006885,2016,1,725,733.4546281
E02006885,2016,2,860,870.0289381
E02006885,2016,3,875,885.2038615
E02006885,2016,4,720,728.3963203
E02006886,2016,2,995,1006.603248
E02006887,2016,1,812.5,821.9750142
E02006887,2016,2,820,829.5624759
E02006887,2016,3,850,859.9123226
E02006887,2016,4,825,834.6207837
E02006888,2016,1,695,703.1047814
E02006890,2016,1,850,859.9123226
E02006890,2016,2,1300,1315.160023
E02006890,2016,3,925,935.7869393
E02006890,2016,4,725,733.4546281
E02006893,2016,2,600,606.9969336
E02006894,2016,1,550,556.4138558
E02006894,2016,2,533.5,539.7214401
E02006894,2016,3,525,531.1223169
E02006894,2016,4,500,505.830778
E02006895,2016,1,750,758.746167
E02006895,2016,2,750,758.746167
E02006895,2016,3,800,809.3292448
E02006895,2016,4,750,758.746167
E02006896,2016,1,875,885.2038615
E02006896,2016,2,775,784.0377059
E02006896,2016,3,850,859.9123226
E02006896,2016,4,775,784.0377059
E02006897,2016,1,725,733.4546281
E02006897,2016,2,720,728.3963203
E02006897,2016,3,725,733.4546281
E02006897,2016,4,750,758.746167
E02006898,2016,1,850,859.9123226
E02006898,2016,2,795,804.270937
E02006898,2016,3,822.5,832.0916298
E02006898,2016,4,825,834.6207837
E02006899,2016,1,795,804.270937
E02006899,2016,2,815,824.5041681
E02006899,2016,3,837.5,847.2665531
E02006899,2016,4,862.5,872.558092
E02006901,2016,1,575,581.7053947
E02006901,2016,2,575,581.7053947
E02006901,2016,3,575,581.7053947
E02006901,2016,4,622.5,629.7593186
E02006902,2016,1,850,859.9123226
E02006902,2016,2,850,859.9123226
E02006902,2016,3,825,834.6207837
E02006902,2016,4,825,834.6207837
E02006903,2016,3,575,581.7053947
E02006903,2016,4,575,581.7053947
E02006904,2016,1,675,682.8715503
E02006904,2016,2,742.5,751.1587053
E02006904,2016,3,725,733.4546281
E02006904,2016,4,675,682.8715503
E02006905,2016,1,575,581.7053947
E02006905,2016,2,575,581.7053947
E02006905,2016,3,625,632.2884725
E02006906,2016,1,550,556.4138558
E02006906,2016,2,512.5,518.4765474
E02006906,2016,3,550,556.4138558
E02006906,2016,4,550,556.4138558
E02006907,2016,1,735,743.5712436
E02006907,2016,2,695,703.1047814
E02006907,2016,3,750,758.746167
E02006907,2016,4,695,703.1047814
E02006908,2016,1,595,601.9386258
E02006908,2016,2,650,657.5800114
E02006908,2016,3,625,632.2884725
E02006908,2016,4,595,601.9386258
E02006909,2016,2,587.5,594.3511641
E02006910,2016,2,450,455.2477002
E02006910,2016,3,397.5,402.1354685
E02006911,2016,1,725,733.4546281
E02006911,2016,2,750,758.746167
E02006911,2016,3,825,834.6207837
E02006911,2016,4,800,809.3292448
E02006912,2016,1,912.5,923.1411698
E02006912,2016,2,895,905.4370926
E02006912,2016,3,900,910.4954004
E02006912,2016,4,975,986.3700171
E02006913,2016,1,892.5,902.9079387
E02006913,2016,2,797.5,806.8000909
E02006913,2016,3,850,859.9123226
E02006913,2016,4,875,885.2038615
E02006914,2016,1,895,905.4370926
E02006914,2016,2,925,935.7869393
E02006914,2016,3,900,910.4954004
E02006914,2016,4,875,885.2038615
E02006915,2016,1,700,708.1630892
E02006915,2016,2,685,692.9881658
E02006915,2016,3,745,753.6878592
E02006916,2016,1,825,834.6207837
E02006916,2016,2,800,809.3292448
E02006916,2016,3,812.5,821.9750142
E02006916,2016,4,862.5,872.558092
E02006917,2016,1,895,905.4370926
E02006917,2016,2,925,935.7869393
E02006917,2016,3,950,961.0784782
E02006917,2016,4,895,905.4370926
E02006918,2016,1,1558,1576.168704
E02006918,2016,2,1647,1666.206583
E02006918,2016,3,1400,1416.326178
E02006918,2016,4,1425,1441.617717
E02006919,2016,1,575,581.7053947
E02006919,2016,2,562.5,569.0596252
E02006919,2016,3,570,576.6470869
E02006919,2016,4,575,581.7053947
E02006920,2016,1,525,531.1223169
E02006920,2016,2,495,500.7724702
E02006920,2016,3,572.5,579.1762408
E02006921,2016,2,1516,1533.678919
E02006921,2016,3,2060.5,2084.528636
E02006921,2016,4,1560,1578.192027
E02006922,2016,1,695,703.1047814
E02006922,2016,2,632.5,639.8759341
E02006924,2016,1,1351,1366.754762
E02006924,2016,2,1300,1315.160023
E02006924,2016,3,1137.5,1150.76502
E02006924,2016,4,1144,1157.34082
E02006925,2016,1,1975,1998.031573
E02006925,2016,2,1795,1815.932493
E02006925,2016,3,1500,1517.492334
E02006925,2016,4,1650,1669.241567
E02006926,2016,1,950,961.0784782
E02006926,2016,2,950,961.0784782
E02006926,2016,3,937.5,948.4327087
E02006926,2016,4,897.5,907.9662465
E02006927,2016,1,1655,1674.299875
E02006927,2016,2,1775,1795.699262
E02006927,2016,3,1522.5,1540.254719
E02006927,2016,4,1295,1310.101715
E02006928,2016,1,1500,1517.492334
E02006928,2016,2,1650,1669.241567
E02006928,2016,3,1560,1578.192027
E02006928,2016,4,1497,1514.457349
E02006929,2016,1,1668,1687.451475
E02006929,2016,2,1525,1542.783873
E02006929,2016,3,1607.5,1626.245951
E02006929,2016,4,1337.5,1353.097331
E02006930,2016,1,1475,1492.200795
E02006930,2016,2,1722.5,1742.58703
E02006930,2016,3,1350,1365.743101
E02006930,2016,4,1300,1315.160023
E02006931,2016,1,1321.5,1336.910746
E02006931,2016,2,1600,1618.65849
E02006931,2016,3,1700,1719.824645
E02006931,2016,4,1400,1416.326178
E02006932,2016,1,625,632.2884725
E02006932,2016,2,650,657.5800114
E02006932,2016,3,698.5,706.6455968
E02006932,2016,4,695,703.1047814
E02006933,2016,1,675,682.8715503
E02006933,2016,2,700,708.1630892
E02006933,2016,3,725,733.4546281
E02006933,2016,4,700,708.1630892
E02006934,2016,1,725,733.4546281
E02006934,2016,2,750,758.746167
E02006934,2016,3,725,733.4546281
E02006934,2016,4,750,758.746167
S02001238,2016,1,1450,1466.909256
S02001238,2016,2,1800,1820.990801
S02001238,2016,3,1600,1618.65849
S02001239,2016,1,725,733.4546281
S02001239,2016,2,725,733.4546281
S02001239,2016,3,675,682.8715503
S02001240,2016,1,695,703.1047814
S02001240,2016,2,675,682.8715503
S02001240,2016,3,655,662.6383192
S02001241,2016,2,850,859.9123226
S02001241,2016,3,875,885.2038615
S02001242,2016,1,900,910.4954004
S02001242,2016,2,850,859.9123226
S02001242,2016,3,950,961.0784782
S02001243,2016,1,950,961.0784782
S02001243,2016,2,1200,1213.993867
S02001243,2016,3,895,905.4370926
S02001245,2016,1,850,859.9123226
S02001245,2016,2,837.5,847.2665531
S02001245,2016,3,575,581.7053947
S02001246,2016,1,635,642.405088
S02001246,2016,2,580,586.7637025
S02001246,2016,3,550,556.4138558
S02001246,2016,4,650,657.5800114
S02001247,2016,1,975,986.3700171
S02001247,2016,2,1150,1163.410789
S02001247,2016,3,1200,1213.993867
S02001248,2016,1,700,708.1630892
S02001248,2016,2,685,692.9881658
S02001248,2016,3,650,657.5800114
S02001248,2016,4,595,601.9386258
S02001249,2016,1,685,692.9881658
S02001249,2016,2,650,657.5800114
S02001249,2016,3,650,657.5800114
S02001249,2016,4,675,682.8715503
S02001250,2016,1,600,606.9969336
S02001250,2016,2,650,657.5800114
S02001250,2016,3,600,606.9969336
S02001251,2016,1,700,708.1630892
S02001251,2016,2,700,708.1630892
S02001251,2016,3,662.5,670.2257808
S02001252,2016,1,775,784.0377059
S02001252,2016,2,795,804.270937
S02001252,2016,3,700,708.1630892
S02001252,2016,4,725,733.4546281
S02001255,2016,2,875,885.2038615
S02001257,2016,1,495,500.7724702
S02001257,2016,2,487,492.6791778
S02001257,2016,3,450,455.2477002
S02001259,2016,1,600,606.9969336
S02001259,2016,2,795,804.270937
S02001259,2016,3,762.5,771.3919364
S02001260,2016,1,650,657.5800114
S02001260,2016,2,750,758.746167
S02001260,2016,3,672.5,680.3423964
S02001261,2016,1,650,657.5800114
S02001261,2016,2,650,657.5800114
S02001261,2016,3,600,606.9969336
S02001262,2016,1,750,758.746167
S02001262,2016,2,797.5,806.8000909
S02001262,2016,3,700,708.1630892
S02001263,2016,1,550,556.4138558
S02001263,2016,2,700,708.1630892
S02001263,2016,3,650,657.5800114
S02001264,2016,1,675,682.8715503
S02001264,2016,2,750,758.746167
S02001264,2016,3,600,606.9969336
S02001267,2016,1,600,606.9969336
S02001267,2016,2,600,606.9969336
S02001267,2016,3,572.5,579.1762408
S02001268,2016,1,750,758.746167
S02001268,2016,2,750,758.746167
S02001268,2016,3,675,682.8715503
S02001269,2016,2,650,657.5800114
S02001275,2016,1,1000,1011.661556
S02001275,2016,2,1100,1112.827712
S02001275,2016,3,972.5,983.8408632
S02001276,2016,1,700,708.1630892
S02001276,2016,2,597.5,604.4677797
S02001279,2016,1,650,657.5800114
S02001279,2016,2,795,804.270937
S02001279,2016,3,750,758.746167
S02001283,2016,1,700,708.1630892
S02001368,2016,1,375,379.3730835
S02001390,2016,3,450,455.2477002
S02001396,2016,3,472.5,478.0100852
S02001398,2016,2,500,505.830778
S02001446,2016,1,900,910.4954004
S02001446,2016,2,780,789.0960137
S02001448,2016,1,757.5,766.3336286
S02001448,2016,2,687.5,695.5173197
S02001450,2016,1,477.5,483.068393
S02001450,2016,2,437.5,442.6019307
S02001450,2016,3,430,435.0144691
S02001451,2016,1,422.5,427.4270074
S02001451,2016,2,402.5,407.1937763
S02001451,2016,3,450,455.2477002
S02001452,2016,1,395,399.6063146
S02001452,2016,2,375,379.3730835
S02001469,2016,1,527.5,533.6514708
S02001469,2016,2,550,556.4138558
S02001537,2016,1,570,576.6470869
S02001537,2016,2,670,677.8132425
S02001537,2016,3,750,758.746167
S02001589,2016,1,790,799.2126292
S02001590,2016,2,650,657.5800114
S02001590,2016,3,622.5,629.7593186
S02001590,2016,4,597.5,604.4677797
S02001591,2016,1,1100,1112.827712
S02001591,2016,2,675,682.8715503
S02001592,2016,3,785,794.1543214
S02001594,2016,1,1140,1153.294174
S02001611,2016,1,1650,1669.241567
S02001611,2016,2,1050,1062.244634
S02001612,2016,1,1612.5,1631.304259
S02001613,2016,1,1305,1320.218331
S02001613,2016,2,1310,1325.276638
S02001613,2016,3,650,657.5800114
S02001614,2016,1,1670,1689.474798
S02001614,2016,2,1350,1365.743101
S02001615,2016,1,1232.5,1246.872868
S02001615,2016,2,950,961.0784782
S02001615,2016,3,1025,1036.953095
S02001616,2016,1,1665,1684.416491
S02001616,2016,2,1075,1087.536173
S02001617,2016,1,1395,1411.267871
S02001617,2016,2,1350,1365.743101
S02001617,2016,3,1225,1239.285406
S02001618,2016,1,845,854.8540148
S02001618,2016,2,722.5,730.9254742
S02001618,2016,3,775,784.0377059
S02001619,2016,1,850,859.9123226
S02001619,2016,2,695,703.1047814
S02001619,2016,3,725,733.4546281
S02001619,2016,4,682.5,690.4590119
S02001620,2016,1,1300,1315.160023
S02001620,2016,2,870,880.1455537
S02001620,2016,3,880,890.2621693
S02001621,2016,1,1800,1820.990801
S02001621,2016,2,1250,1264.576945
S02001621,2016,3,1387.5,1403.680409
S02001622,2016,1,1800,1820.990801
S02001622,2016,2,1200,1213.993867
S02001623,2016,1,840,849.795707
S02001623,2016,2,970,981.3117093
S02001625,2016,1,850,859.9123226
S02001625,2016,2,750,758.746167
S02001642,2016,4,795,804.270937
S02001643,2016,1,790,799.2126292
S02001644,2016,1,885,895.320477
S02001644,2016,2,835,844.7373992
S02001644,2016,3,710,718.2797047
S02001646,2016,1,637.5,644.9342419
S02001646,2016,2,710,718.2797047
S02001646,2016,4,840,849.795707
S02001647,2016,1,1160,1173.527405
S02001647,2016,3,800,809.3292448
S02001647,2016,4,895,905.4370926
S02001648,2016,4,700,708.1630892
S02001653,2016,4,850,859.9123226
S02001654,2016,1,1035,1047.06971
S02001654,2016,2,1100,1112.827712
S02001655,2016,1,1740,1760.291107
S02001655,2016,2,1050,1062.244634
S02001655,2016,4,950,961.0784782
S02001656,2016,1,1100,1112.827712
S02001656,2016,2,1100,1112.827712
S02001656,2016,4,1750,1770.407723
S02001657,2016,1,1200,1213.993867
S02001657,2016,2,975,986.3700171
S02001657,2016,3,1025,1036.953095
S02001657,2016,4,1437.5,1454.263487
S02001658,2016,1,850,859.9123226
S02001658,2016,2,910,920.6120159
S02001658,2016,3,825,834.6207837
S02001658,2016,4,985,996.4866326
S02001659,2016,3,950,961.0784782
S02001660,2016,1,1100,1112.827712
S02001660,2016,2,1250,1264.576945
S02001660,2016,3,1350,1365.743101
S02001660,2016,4,1200,1213.993867
S02001663,2016,3,975,986.3700171
S02001713,2016,1,450,455.2477002
S02001713,2016,2,350,354.0815446
S02001713,2016,3,375,379.3730835
S02001715,2016,1,445,450.1893924
S02001745,2016,2,550,556.4138558
S02001827,2016,2,550,556.4138558
S02001827,2016,3,500,505.830778
S02001828,2016,2,575,581.7053947
S02001835,2016,3,985,996.4866326
S02001835,2016,4,825,834.6207837
S02001836,2016,2,1017.5,1029.365633
S02001860,2016,2,415,419.8395457
S02001861,2016,1,595,601.9386258
S02001861,2016,2,550,556.4138558
S02001861,2016,3,625,632.2884725
S02001865,2016,1,510,515.9473935
S02001868,2016,1,440,445.1310846
S02001868,2016,3,495,500.7724702
S02001868,2016,4,495,500.7724702
S02001870,2016,1,525,531.1223169
S02001870,2016,2,547.5,553.8847019
S02001870,2016,4,612.5,619.642703
S02001871,2016,3,650,657.5800114
S02001872,2016,3,660,667.6966269
S02001886,2016,2,475,480.5392391
S02001886,2016,3,507.5,513.4182397
S02001890,2016,1,725,733.4546281
S02001890,2016,2,700,708.1630892
S02001890,2016,3,700,708.1630892
S02001891,2016,1,695,703.1047814
S02001891,2016,2,622.5,629.7593186
S02001891,2016,3,750,758.746167
S02001891,2016,4,775,784.0377059
S02001892,2016,1,550,556.4138558
S02001896,2016,2,525,531.1223169
S02001924,2016,2,575,581.7053947
S02001927,2016,2,625,632.2884725
S02001927,2016,3,695,703.1047814
S02001929,2016,2,435,440.0727768
S02001930,2016,3,587.5,594.3511641
S02001931,2016,2,650,657.5800114
S02001932,2016,1,750,758.746167
S02001932,2016,2,750,758.746167
S02001932,2016,3,750,758.746167
S02001932,2016,4,675,682.8715503
S02001933,2016,1,650,657.5800114
S02001933,2016,2,750,758.746167
S02001933,2016,3,922.5,933.2577854
S02001933,2016,4,755.5,764.3103055
